court_ID,match_ID,start_dt,end_dt
3092338747054238595,9046705570435527457,2017-01-15 04:00:00,2017-01-15 06:00:00
-8812213968335535599,9046705570435527456,2017-01-15 16:00:00,2017-01-15 18:00:00
3092338747054238596,9046705570435527459,2017-01-15 08:00:00,2017-01-15 11:00:00
3092338747054238605,9046705570435527458,2017-01-15 04:00:00,2017-01-15 07:00:00
-8812213968335535599,9046705570435527461,2017-01-15 04:00:00,2017-01-15 07:00:00
-8812213968335535599,9046705570435527460,2017-01-15 04:00:00,2017-01-15 06:00:00
3092338747054238595,9046705570435527463,2017-01-15 04:00:00,2017-01-15 07:00:00
3092338747054238599,9046705570435527462,2017-01-15 12:00:00,2017-01-15 13:00:00
3092338747054238594,9046705570436527464,2017-01-15 08:00:00,2017-01-15 11:00:00
-8812213968335535599,9046705570436527465,2017-01-15 12:00:00,2017-01-15 15:00:00
3092338747054238595,9046705570436527462,2017-01-15 08:00:00,2017-01-15 09:00:00
3092338747054238594,9046705570436527463,2017-01-15 12:00:00,2017-01-15 13:00:00
3092338747054238594,9046705570436527461,2017-01-15 08:00:00,2017-01-15 11:00:00
3092338747054238595,9046705570436527458,2017-01-15 04:00:00,2017-01-15 06:00:00
3092338747054238592,9046705570436527459,2017-01-15 08:00:00,2017-01-15 11:00:00
3092338747054238605,9046705570436527457,2017-01-15 08:00:00,2017-01-15 10:00:00
3092338747054238595,9046705570421527365,2017-01-15 04:00:00,2017-01-15 05:00:00
3092338747054238595,9046705570421527364,2017-01-14 08:00:00,2017-01-14 09:00:00
3092338747054238593,9046705570421527371,2017-01-14 16:00:00,2017-01-14 17:00:00
3092338747054238596,9046705570421527370,2017-01-14 12:00:00,2017-01-14 15:00:00
3092338747054238595,9046705570421527369,2017-01-14 08:00:00,2017-01-14 09:00:00
3092338747054238596,9046705570421527375,2017-01-14 16:00:00,2017-01-14 18:00:00
3092338747054238598,9046705570421527374,2017-01-14 12:00:00,2017-01-14 13:00:00
3092338747054238604,9046705570421527373,2017-01-14 08:00:00,2017-01-14 10:00:00
7092466747746239739,3705409558874271480,2017-01-16 04:00:00,2017-01-16 06:00:00
7092466747746239732,3705410558871271367,2017-01-15 12:00:00,2017-01-15 15:00:00
7092466747746239738,3705410558871271366,2017-01-15 12:00:00,2017-01-15 14:00:00
-8370033733980358567,3705410558871271369,2017-01-15 08:00:00,2017-01-15 10:00:00
7092466747746239736,3705410558871271368,2017-01-15 12:00:00,2017-01-15 15:00:00
7092466747746239740,3705410558871271371,2017-01-15 12:00:00,2017-01-15 13:00:00
7092466747746239736,3705410558871271370,2017-01-15 12:00:00,2017-01-15 14:00:00
7092466747746239737,3705410558871271373,2017-01-15 04:00:00,2017-01-15 07:00:00
7092466747746239736,3705410558871271372,2017-01-15 08:00:00,2017-01-15 12:00:00
7092466747746239737,3705410558871271375,2017-01-15 08:00:00,2017-01-15 10:00:00
-8370033733980358567,3705410558871271374,2017-01-15 04:00:00,2017-01-15 07:00:00
7092466747746239737,3705410558872271360,2017-01-15 16:00:00,2017-01-15 18:00:00
7092466747746239739,3705410558872271361,2017-01-15 08:00:00,2017-01-15 10:00:00
7092466747746239740,3705410558872271374,2017-01-15 08:00:00,2017-01-15 11:00:00
7092466747746239736,3705410558872271375,2017-01-15 16:00:00,2017-01-15 17:00:00
-8370033733980358567,3705410558872271372,2017-01-15 12:00:00,2017-01-15 15:00:00
7092466747746239743,3705410558872271373,2017-01-15 04:00:00,2017-01-15 05:00:00
7092466747746239743,3705410558872271370,2017-01-15 04:00:00,2017-01-15 06:00:00
7092466747746239737,3705410558872271371,2017-01-15 08:00:00,2017-01-15 11:00:00
7092466747746239732,3705410558872271368,2017-01-15 12:00:00,2017-01-15 15:00:00
7092466747746239733,3705410558872271369,2017-01-15 08:00:00,2017-01-15 12:00:00
-8370033733980358567,3705410558873271373,2017-01-15 08:00:00,2017-01-15 10:00:00
-8370033733980358567,3705410558873271372,2017-01-14 04:00:00,2017-01-14 05:00:00
7092466747746239738,3705410558873271363,2017-01-14 12:00:00,2017-01-14 15:00:00
7092466747746239736,3705410558873271362,2017-01-14 12:00:00,2017-01-14 14:00:00
7092466747746239736,3705410558873271361,2017-01-14 12:00:00,2017-01-14 16:00:00
7092466747746239732,3705410558873271360,2017-01-14 08:00:00,2017-01-14 09:00:00
-8370033733980358567,3705410558873271367,2017-01-14 16:00:00,2017-01-14 19:00:00
7092466747746239737,3705410558873271366,2017-01-14 08:00:00,2017-01-14 10:00:00
7092466747746239732,3705410558873271365,2017-01-14 12:00:00,2017-01-14 13:00:00
7092466747746239737,3705410558873271364,2017-01-14 08:00:00,2017-01-14 09:00:00
8092472747755239736,-5406088076804463304,2017-01-23 08:00:00,2017-01-23 11:00:00
8092472747755239740,-5406087076807463417,2017-01-22 08:00:00,2017-01-22 11:00:00
8092472747755239733,-5406087076807463418,2017-01-22 08:00:00,2017-01-22 09:00:00
8092472747755239737,-5406087076807463415,2017-01-22 12:00:00,2017-01-22 15:00:00
2633757471253538073,-5406087076807463416,2017-01-22 04:00:00,2017-01-22 07:00:00
8092472747755239737,-5406087076807463413,2017-01-22 08:00:00,2017-01-22 11:00:00
8092472747755239737,-5406087076807463414,2017-01-22 16:00:00,2017-01-22 17:00:00
8092472747755239738,-5406087076807463411,2017-01-22 04:00:00,2017-01-22 07:00:00
8092472747755239736,-5406087076807463412,2017-01-22 08:00:00,2017-01-22 10:00:00
8092472747755239743,-5406087076807463409,2017-01-22 08:00:00,2017-01-22 10:00:00
8092472747755239740,-5406087076807463410,2017-01-22 08:00:00,2017-01-22 09:00:00
8092472747755239740,-5406087076806463424,2017-01-22 12:00:00,2017-01-22 15:00:00
8092472747755239740,-5406087076806463423,2017-01-22 08:00:00,2017-01-22 10:00:00
8092472747755239742,-5406087076806463410,2017-01-22 08:00:00,2017-01-22 11:00:00
8092472747755239733,-5406087076806463409,2017-01-22 04:00:00,2017-01-22 06:00:00
8092472747755239733,-5406087076806463411,2017-01-22 16:00:00,2017-01-22 19:00:00
8092472747755239737,-5406087076806463414,2017-01-22 04:00:00,2017-01-22 06:00:00
8092472747755239737,-5406087076806463413,2017-01-22 08:00:00,2017-01-22 11:00:00
8092472747755239736,-5406087076806463415,2017-01-22 16:00:00,2017-01-22 19:00:00
2633757471253538073,-5406087076805463411,2017-01-22 08:00:00,2017-01-22 12:00:00
8092472747755239732,-5406087076805463412,2017-01-21 08:00:00,2017-01-21 11:00:00
8092472747755239737,-5406087076805463421,2017-01-21 08:00:00,2017-01-21 11:00:00
8092472747755239736,-5406087076805463422,2017-01-21 08:00:00,2017-01-21 10:00:00
8092472747755239732,-5406087076805463423,2017-01-21 12:00:00,2017-01-21 15:00:00
8092472747755239732,-5406087076805463417,2017-01-21 12:00:00,2017-01-21 13:00:00
8092472747755239739,-5406087076805463418,2017-01-21 16:00:00,2017-01-21 17:00:00
8092472747755239739,-5406087076805463419,2017-01-21 08:00:00,2017-01-21 12:00:00
463788542600002313,7938332653934420804,2017-01-23 12:00:00,2017-01-23 15:00:00
463788542600002307,7938333653931420819,2017-01-22 08:00:00,2017-01-22 11:00:00
463788542600002307,7938333653931420818,2017-01-22 04:00:00,2017-01-22 05:00:00
1894464424567277477,7938333653931420829,2017-01-22 12:00:00,2017-01-22 14:00:00
1894464424567277477,7938333653931420828,2017-01-22 12:00:00,2017-01-22 15:00:00
463788542600002307,7938333653931420831,2017-01-22 12:00:00,2017-01-22 14:00:00
463788542600002308,7938333653931420830,2017-01-22 08:00:00,2017-01-22 10:00:00
1894464424567277477,7938333653931420825,2017-01-22 04:00:00,2017-01-22 06:00:00
463788542600002308,7938333653931420824,2017-01-22 08:00:00,2017-01-22 11:00:00
463788542600002308,7938333653931420827,2017-01-22 04:00:00,2017-01-22 07:00:00
463788542600002310,7938333653931420826,2017-01-22 04:00:00,2017-01-22 05:00:00
463788542600002309,7938333653932420828,2017-01-22 12:00:00,2017-01-22 13:00:00
463788542600002311,7938333653932420829,2017-01-22 04:00:00,2017-01-22 06:00:00
463788542600002306,7938333653932420819,2017-01-22 08:00:00,2017-01-22 10:00:00
463788542600002310,7938333653932420816,2017-01-22 04:00:00,2017-01-22 06:00:00
1894464424567277477,7938333653932420817,2017-01-22 04:00:00,2017-01-22 08:00:00
463788542600002304,7938333653932420823,2017-01-22 12:00:00,2017-01-22 13:00:00
1894464424567277477,7938333653932420820,2017-01-22 08:00:00,2017-01-22 11:00:00
463788542600002307,7938333653932420821,2017-01-22 12:00:00,2017-01-22 16:00:00
1894464424567277477,7938333653941420913,2017-01-22 04:00:00,2017-01-22 06:00:00
463788542600002313,7938333653941420912,2017-01-21 12:00:00,2017-01-21 14:00:00
463788542600002311,7938333653941420927,2017-01-21 08:00:00,2017-01-21 09:00:00
463788542600002307,7938333653941420925,2017-01-21 08:00:00,2017-01-21 12:00:00
463788542600002306,7938333653941420924,2017-01-21 04:00:00,2017-01-21 06:00:00
463788542600002311,7938333653941420923,2017-01-21 08:00:00,2017-01-21 09:00:00
463788542600002307,7938333653941420921,2017-01-21 08:00:00,2017-01-21 10:00:00
463788542600002312,7938333653941420920,2017-01-21 04:00:00,2017-01-21 07:00:00
-4422607656976025758,6855573267957931930,2017-01-20 12:00:00,2017-01-20 15:00:00
-4422607656976025753,6855573267957931931,2017-01-20 08:00:00,2017-01-20 09:00:00
-4422607656976025760,6855573267957931928,2017-01-20 12:00:00,2017-01-20 15:00:00
-4422607656976025756,6855573267957931929,2017-01-20 12:00:00,2017-01-20 15:00:00
-4422607656976025753,6855573267957931934,2017-01-20 08:00:00,2017-01-20 10:00:00
-4422607656976025752,6855573267957931935,2017-01-20 12:00:00,2017-01-20 16:00:00
-4422607656976025751,6855573267957931932,2017-01-20 12:00:00,2017-01-20 14:00:00
-4422607656976025757,6855573267957931933,2017-01-20 12:00:00,2017-01-20 14:00:00
-4422607656976025756,6855573267957931922,2017-01-21 08:00:00,2017-01-21 12:00:00
-4422607656976025758,6855573267957931923,2017-01-21 12:00:00,2017-01-21 15:00:00
-4422607656976025758,6855573267956931941,2017-01-21 08:00:00,2017-01-21 10:00:00
-4422607656976025755,6855573267956931940,2017-01-21 04:00:00,2017-01-21 06:00:00
-4422607656976025760,6855573267956931943,2017-01-21 08:00:00,2017-01-21 09:00:00
-4422607656976025760,6855573267956931942,2017-01-21 12:00:00,2017-01-21 14:00:00
-4422607656976025754,6855573267956931937,2017-01-21 08:00:00,2017-01-21 12:00:00
-4422607656976025754,6855573267956931936,2017-01-21 04:00:00,2017-01-21 06:00:00
-4422607656976025756,6855573267956931939,2017-01-21 04:00:00,2017-01-21 05:00:00
-4422607656976025757,6855573267956931938,2017-01-21 08:00:00,2017-01-21 10:00:00
4413616942030410305,6855573267956931949,2017-01-21 08:00:00,2017-01-21 11:00:00
-4422607656976025757,6855573267956931948,2017-01-21 04:00:00,2017-01-21 06:00:00
-4422607656976025757,6855573267955931936,2017-01-21 16:00:00,2017-01-21 19:00:00
-4422607656976025751,6855573267955931937,2017-01-21 08:00:00,2017-01-21 10:00:00
-4422607656976025751,6855573267955931938,2017-01-21 04:00:00,2017-01-21 06:00:00
-4422607656976025757,6855573267955931939,2017-01-21 08:00:00,2017-01-21 11:00:00
-4422607656976025751,6855573267955931940,2017-01-21 12:00:00,2017-01-21 15:00:00
-4422607656976025754,6855573267955931941,2017-01-21 12:00:00,2017-01-21 13:00:00
-4422607656976025751,6855573267955931942,2017-01-21 16:00:00,2017-01-21 17:00:00
-4422607656976025754,6855573267955931943,2017-01-21 04:00:00,2017-01-21 08:00:00
-4422607656976025752,6855573267955931944,2017-01-21 08:00:00,2017-01-21 11:00:00
-4422607656976025752,6855573267955931945,2017-01-22 08:00:00,2017-01-22 09:00:00
-4422607656976025756,6855573267954931939,2017-01-22 08:00:00,2017-01-22 10:00:00
-4422607656976025757,6855573267954931938,2017-01-22 08:00:00,2017-01-22 09:00:00
-4422607656976025756,6855573267954931937,2017-01-22 04:00:00,2017-01-22 06:00:00
-4422607656976025760,6855573267954931936,2017-01-22 16:00:00,2017-01-22 19:00:00
4413616942030410305,6855573267954931943,2017-01-22 12:00:00,2017-01-22 16:00:00
-4422607656976025752,6855573267954931942,2017-01-22 08:00:00,2017-01-22 12:00:00
-4422607656976025756,6855573267954931941,2017-01-22 12:00:00,2017-01-22 14:00:00
-4422607656976025756,6855573267954931940,2017-01-22 16:00:00,2017-01-22 19:00:00
4413616942030410305,6855573267954931947,2017-01-22 08:00:00,2017-01-22 11:00:00
-4422607656976025751,6855573267954931946,2017-01-22 04:00:00,2017-01-22 06:00:00
-4422607656976025753,6855573267961931926,2017-01-22 08:00:00,2017-01-22 10:00:00
-4422607656976025755,6855573267961931927,2017-01-22 12:00:00,2017-01-22 14:00:00
-4422607656976025753,6855573267961931924,2017-01-22 12:00:00,2017-01-22 14:00:00
-4422607656976025758,6855573267961931925,2017-01-22 08:00:00,2017-01-22 10:00:00
-4422607656976025754,6855573267961931922,2017-01-22 08:00:00,2017-01-22 10:00:00
-4422607656976025756,6855573267961931923,2017-01-22 04:00:00,2017-01-22 07:00:00
4413616942030410305,6855573267961931920,2017-01-22 08:00:00,2017-01-22 12:00:00
-4422607656976025757,6855573267961931921,2017-01-22 12:00:00,2017-01-22 14:00:00
-4422607656976025755,6855573267961931934,2017-01-22 12:00:00,2017-01-22 13:00:00
-4422607656976025760,6855573267961931935,2017-01-22 12:00:00,2017-01-22 15:00:00
-4422607656976025755,6855573267960931921,2017-01-23 12:00:00,2017-01-23 14:00:00
-4422607656976025754,6855573267960931920,2017-01-23 12:00:00,2017-01-23 15:00:00
-4422607656976025753,6855573267960931923,2017-01-23 12:00:00,2017-01-23 14:00:00
-4422607656976025751,6855573267960931922,2017-01-23 04:00:00,2017-01-23 06:00:00
-4422607656976025756,6855573267960931925,2017-01-23 04:00:00,2017-01-23 06:00:00
-4422607656976025752,6855573267960931924,2017-01-23 12:00:00,2017-01-23 14:00:00
-4422607656976025760,6855573267960931927,2017-01-23 04:00:00,2017-01-23 05:00:00
-4422607656976025752,6855573267960931926,2017-01-23 12:00:00,2017-01-23 15:00:00
-4422607656976025757,6855573267960931929,2017-01-23 08:00:00,2017-01-23 10:00:00
4413616942030410305,6855573267960931928,2017-01-23 12:00:00,2017-01-23 14:00:00
-4422607656976025751,6855573267959931932,2017-01-23 12:00:00,2017-01-23 15:00:00
-4422607656976025758,6855573267959931933,2017-01-23 04:00:00,2017-01-23 05:00:00
-4422607656976025751,6855573267959931934,2017-01-23 08:00:00,2017-01-23 11:00:00
4413616942030410305,6855573267959931935,2017-01-23 08:00:00,2017-01-23 12:00:00
-4422607656976025757,6855573267959931928,2017-01-23 12:00:00,2017-01-23 14:00:00
-4422607656976025757,6855573267959931929,2017-01-23 12:00:00,2017-01-23 13:00:00
-4422607656976025753,6855573267959931930,2017-01-23 16:00:00,2017-01-23 18:00:00
-4422607656976025756,6855573267959931931,2017-01-23 04:00:00,2017-01-23 06:00:00
-4422607656976025754,6855573267959931924,2017-01-23 08:00:00,2017-01-23 11:00:00
-4422607656976025755,6855573267959931925,2017-01-23 08:00:00,2017-01-23 09:00:00
-4422607656976025758,6855573267958931935,2017-01-23 12:00:00,2017-01-23 13:00:00
-4422607656976025756,6855573267958931934,2017-01-23 04:00:00,2017-01-23 08:00:00
-4422607656976025755,6855573267958931933,2017-01-24 04:00:00,2017-01-24 05:00:00
-4422607656976025755,6855573267958931932,2017-01-24 08:00:00,2017-01-24 10:00:00
-4422607656976025755,6855573267958931931,2017-01-24 12:00:00,2017-01-24 16:00:00
-4422607656976025753,6855573267958931930,2017-01-24 08:00:00,2017-01-24 10:00:00
-4422607656976025754,6855573267958931929,2017-01-24 08:00:00,2017-01-24 10:00:00
-4422607656976025752,6855573267958931928,2017-01-24 16:00:00,2017-01-24 18:00:00
-4422607656976025755,6855573267958931927,2017-01-24 16:00:00,2017-01-24 19:00:00
-4422607656976025754,6855573267958931926,2017-01-24 12:00:00,2017-01-24 14:00:00
-4422607656976025751,6855573267949931954,2017-01-24 08:00:00,2017-01-24 11:00:00
-4422607656976025760,6855573267949931955,2017-01-24 08:00:00,2017-01-24 10:00:00
-4422607656976025754,6855573267949931952,2017-01-24 12:00:00,2017-01-24 14:00:00
-4422607656976025752,6855573267949931953,2017-01-24 12:00:00,2017-01-24 13:00:00
-4422607656976025753,6855573267949931958,2017-01-24 08:00:00,2017-01-24 10:00:00
-4422607656976025752,6855573267949931959,2017-01-24 08:00:00,2017-01-24 09:00:00
4413616942030410305,6855573267949931956,2017-01-24 04:00:00,2017-01-24 07:00:00
-4422607656976025756,6855573267949931957,2017-01-24 12:00:00,2017-01-24 16:00:00
-4422607656976025758,6855573267949931962,2017-01-24 16:00:00,2017-01-24 18:00:00
-4422607656976025760,6855573267949931963,2017-01-24 12:00:00,2017-01-24 14:00:00
-4422607656976025756,6855573267948931965,2017-01-24 12:00:00,2017-01-24 15:00:00
-4422607656976025757,6855573267948931964,2017-01-24 04:00:00,2017-01-24 05:00:00
-4422607656976025756,6855573267948931967,2017-01-24 04:00:00,2017-01-24 06:00:00
-4422607656976025752,6855573267948931966,2017-01-25 04:00:00,2017-01-25 07:00:00
-4422607656976025758,6855573267948931961,2017-01-25 08:00:00,2017-01-25 09:00:00
-4422607656976025758,6855573267948931960,2017-01-25 16:00:00,2017-01-25 17:00:00
-4422607656976025756,6855573267948931963,2017-01-25 12:00:00,2017-01-25 14:00:00
-4422607656976025754,6855573267948931962,2017-01-25 08:00:00,2017-01-25 10:00:00
-4422607656976025753,6855573267948931957,2017-01-25 04:00:00,2017-01-25 06:00:00
-4422607656976025752,6855573267948931956,2017-01-25 08:00:00,2017-01-25 10:00:00
-4422607656976025757,6855574267963931921,2017-01-25 04:00:00,2017-01-25 06:00:00
-4422607656976025757,6855574267963931920,2017-01-25 12:00:00,2017-01-25 16:00:00
-4422607656976025760,6855574267963931923,2017-01-25 08:00:00,2017-01-25 10:00:00
-4422607656976025758,6855574267963931922,2017-01-25 08:00:00,2017-01-25 10:00:00
-4422607656976025758,6855574267963931925,2017-01-25 12:00:00,2017-01-25 15:00:00
-4422607656976025758,6855574267963931924,2017-01-25 12:00:00,2017-01-25 15:00:00
-4422607656976025752,6855574267963931927,2017-01-25 08:00:00,2017-01-25 11:00:00
-4422607656976025752,6855574267963931926,2017-01-25 08:00:00,2017-01-25 12:00:00
-4422607656976025760,6855574267963931929,2017-01-25 08:00:00,2017-01-25 11:00:00
-4422607656976025760,6855574267963931928,2017-01-25 12:00:00,2017-01-25 14:00:00
-4422607656976025758,6855574267964931926,2017-01-25 08:00:00,2017-01-25 10:00:00
4413616942030410305,6855574267964931927,2017-01-25 12:00:00,2017-01-25 15:00:00
-4422607656976025753,6855574267964931924,2017-01-25 12:00:00,2017-01-25 16:00:00
-4422607656976025756,6855574267964931925,2017-01-25 16:00:00,2017-01-25 19:00:00
-4422607656976025753,6855574267964931922,2017-01-25 16:00:00,2017-01-25 19:00:00
-4422607656976025758,6855574267964931923,2017-01-26 16:00:00,2017-01-26 17:00:00
-4422607656976025756,6855574267964931920,2017-01-26 04:00:00,2017-01-26 05:00:00
-4422607656976025752,6855574267964931921,2017-01-26 12:00:00,2017-01-26 15:00:00
-4422607656976025758,6855574267964931934,2017-01-26 16:00:00,2017-01-26 19:00:00
-4422607656976025755,6855574267964931935,2017-01-26 08:00:00,2017-01-26 10:00:00
-4422607656976025753,6855574267961931935,2017-01-26 08:00:00,2017-01-26 10:00:00
-4422607656976025760,6855574267961931934,2017-01-26 08:00:00,2017-01-26 10:00:00
-4422607656976025751,6855574267961931933,2017-01-26 04:00:00,2017-01-26 06:00:00
-4422607656976025752,6855574267961931932,2017-01-26 08:00:00,2017-01-26 10:00:00
-4422607656976025755,6855574267961931931,2017-01-26 12:00:00,2017-01-26 14:00:00
-4422607656976025755,6855574267961931930,2017-01-26 08:00:00,2017-01-26 11:00:00
-4422607656976025751,6855574267961931929,2017-01-26 12:00:00,2017-01-26 15:00:00
