match_ID,best_of,round_num,tournament_ID
949931954,5,R64,2017-580
949931955,5,R64,2017-580
949931952,5,R64,2017-580
949931953,5,R64,2017-580
949931958,5,R64,2017-580
949931959,5,R64,2017-580
949931956,5,R64,2017-580
949931957,5,R64,2017-580
949931962,5,R64,2017-580
949931963,5,R64,2017-580
948931965,5,R64,2017-580
948931964,5,R64,2017-580
948931967,5,R64,2017-580
948931966,5,R64,2017-580
948931961,5,R64,2017-580
948931960,5,R64,2017-580
948931963,5,R32,2017-580
948931962,5,R32,2017-580
948931957,5,R32,2017-580
948931956,5,R32,2017-580
963931921,5,R32,2017-580
963931920,5,R32,2017-580
963931923,5,R32,2017-580
963931922,5,R32,2017-580
963931925,5,R32,2017-580
963931924,5,R32,2017-580
963931927,5,R32,2017-580
963931926,5,R32,2017-580
963931929,5,R32,2017-580
963931928,5,R32,2017-580
964931926,5,R32,2017-580
964931927,5,R32,2017-580
964931924,5,R16,2017-580
964931925,5,R16,2017-580
964931922,5,R16,2017-580
964931923,5,R16,2017-580
964931920,5,R16,2017-580
964931921,5,R16,2017-580
964931934,5,R16,2017-580
964931935,5,R16,2017-580
961931933,5,QF,2017-580
961931932,5,QF,2017-580
961931931,5,SF,2017-580
961931930,5,SF,2017-580
961931929,5,F,2017-580
