court_ID,court_name,surface,spectator_capacity,indoor,hawkEye,complex_ID
6963663527432599619,Montpellier4,Hard,34,0,False,7602908343776058342
6963663527432599631,Montpellier8,Hard,78,1,False,7602908343776058342
6963663527432599622,Montpellier1,Hard,63,1,True,7602908343776058342
6963663527432599618,Montpellier5,Hard,22,0,False,7602908343776058342
6963663527432599621,Montpellier2,Hard,92,0,True,7602908343776058342
-4796948331411331133,Quito4,Clay,70,1,False,-826149578821679451
-4796948331411331131,Quito2,Clay,31,0,True,-826149578821679451
-4796948331411331122,Quito9,Clay,19,1,False,-826149578821679451
-4796948331411331132,Quito3,Clay,67,0,True,-826149578821679451
-4796948331411331130,Quito1,Clay,94,0,True,-826149578821679451
-4796948331411331121,Quito8,Clay,98,0,False,-826149578821679451
-4796948331411331135,Quito6,Clay,30,0,False,-826149578821679451
-4796948331411331134,Quito5,Clay,22,0,False,-826149578821679451
-4796948331411331136,Quito7,Clay,31,1,False,-826149578821679451
-7796976331591331401,Sofia1,Hard,43,1,True,-7484845051662498837
-3724421067730149812,Sofia10,Hard,21,0,False,-7484845051662498837
-7796976331591331405,Sofia5,Hard,70,0,False,-7484845051662498837
-7796976331591331406,Sofia4,Hard,38,1,False,-7484845051662498837
-7796976331591331394,Sofia8,Hard,53,1,False,-7484845051662498837
-7796976331591331393,Sofia9,Hard,23,0,False,-7484845051662498837
-7796976331591331404,Sofia2,Hard,41,0,True,-7484845051662498837
-7796976331591331403,Sofia3,Hard,28,1,True,-7484845051662498837
-7796976331591331407,Sofia7,Hard,66,1,False,-7484845051662498837
-7796976331591331408,Sofia6,Hard,49,1,False,-7484845051662498837
8963676527449599624,Buenos Aires3,Clay,10,1,True,6720823332120698284
6197950015514897339,Buenos Aires10,Clay,23,0,False,6720823332120698284
8963676527449599631,Buenos Aires4,Clay,24,0,False,6720823332120698284
8963676527449599626,Buenos Aires1,Clay,20,0,True,6720823332120698284
8963676527449599619,Buenos Aires8,Clay,19,0,False,6720823332120698284
8963676527449599618,Buenos Aires9,Clay,32,1,False,6720823332120698284
8963676527449599630,Buenos Aires5,Clay,71,0,False,6720823332120698284
8963676527449599628,Buenos Aires7,Clay,70,1,False,6720823332120698284
8963676527449599625,Buenos Aires2,Clay,17,0,True,6720823332120698284
7963667527426599633,Memphis9,Hard,68,0,False,-1033190776240490180
7963667527426599641,Memphis1,Hard,89,1,True,-1033190776240490180
7963667527426599643,Memphis3,Hard,86,0,True,-1033190776240490180
7963667527426599645,Memphis5,Hard,81,0,False,-1033190776240490180
7963667527426599647,Memphis7,Hard,84,0,False,-1033190776240490180
7963667527426599646,Memphis6,Hard,96,0,False,-1033190776240490180
7963667527426599644,Memphis4,Hard,52,1,False,-1033190776240490180
7963667527426599642,Memphis2,Hard,27,1,True,-1033190776240490180
-7805864189741999358,Memphis10,Hard,89,1,False,-1033190776240490180
7963667527426599632,Memphis8,Hard,75,0,False,-1033190776240490180
7963667527423599658,Rotterdam9,Hard,51,0,False,-6190552676047728869
7963667527423599650,Rotterdam1,Hard,46,0,True,-6190552676047728869
-7805867189729999293,Rotterdam10,Hard,45,1,False,-6190552676047728869
7963667527423599652,Rotterdam7,Hard,53,0,False,-6190552676047728869
7963667527423599648,Rotterdam3,Hard,91,0,True,-6190552676047728869
7963667527423599655,Rotterdam4,Hard,49,1,False,-6190552676047728869
7963667527423599653,Rotterdam6,Hard,62,0,False,-6190552676047728869
7963667527423599659,Rotterdam8,Hard,88,1,False,-6190552676047728869
7963667527423599654,Rotterdam5,Hard,41,0,False,-6190552676047728869
7963667527423599649,Rotterdam2,Hard,95,1,True,-6190552676047728869
7963660527309599419,Delray Beach3,Hard,75,1,True,3299943645860102892
7963660527309599421,Delray Beach5,Hard,72,1,False,3299943645860102892
7963660527309599422,Delray Beach6,Hard,90,0,False,3299943645860102892
7963660527309599420,Delray Beach4,Hard,32,0,False,3299943645860102892
3640741883392551650,Delray Beach10,Hard,58,0,False,3299943645860102892
7963660527309599423,Delray Beach7,Hard,68,0,False,3299943645860102892
7963660527309599408,Delray Beach8,Hard,88,1,False,3299943645860102892
7963660527309599417,Delray Beach1,Hard,84,1,True,3299943645860102892
7963660527309599409,Delray Beach9,Hard,30,1,False,3299943645860102892
7963660527309599418,Delray Beach2,Hard,62,0,True,3299943645860102892
7963660527312599415,Marseille6,Hard,95,0,False,3315995317304935003
7963660527312599413,Marseille4,Hard,22,1,False,3315995317304935003
7963660527312599408,Marseille1,Hard,29,0,True,3315995317304935003
7963660527312599414,Marseille7,Hard,14,1,False,3315995317304935003
7963660527312599416,Marseille9,Hard,47,0,False,3315995317304935003
3640744883408551637,Marseille10,Hard,26,1,False,3315995317304935003
7963660527312599410,Marseille3,Hard,73,1,True,3315995317304935003
7963660527312599411,Marseille2,Hard,33,1,True,3315995317304935003
7963660527312599412,Marseille5,Hard,18,1,False,3315995317304935003
7963660527312599417,Marseille8,Hard,14,1,False,3315995317304935003
-4921483575345232178,Rio de Janeiro2,Clay,50,0,True,5176362923369114125
-4921483575345232181,Rio de Janeiro7,Clay,66,0,False,5176362923369114125
-4921483575345232188,Rio de Janeiro8,Clay,71,1,False,5176362923369114125
-4921483575345232177,Rio de Janeiro3,Clay,47,1,True,5176362923369114125
-4921483575345232179,Rio de Janeiro1,Clay,56,0,True,5176362923369114125
745349381602694190,Rio de Janeiro10,Clay,37,1,False,5176362923369114125
-4921483575345232187,Rio de Janeiro9,Clay,30,0,False,5176362923369114125
-4921483575345232183,Rio de Janeiro5,Clay,35,0,False,5176362923369114125
-4921483575345232182,Rio de Janeiro6,Clay,95,0,False,5176362923369114125
-4921478575321232083,Acapulco6,Hard,15,0,False,-8684838129263438602
-4921478575321232093,Acapulco8,Hard,48,1,False,-8684838129263438602
-4921478575321232088,Acapulco3,Hard,80,1,True,-8684838129263438602
-4921478575321232086,Acapulco1,Hard,78,0,True,-8684838129263438602
-4921478575321232081,Acapulco4,Hard,71,1,False,-8684838129263438602
-4921478575321232094,Acapulco9,Hard,36,0,False,-8684838129263438602
-4921478575321232087,Acapulco2,Hard,96,1,True,-8684838129263438602
-4921478575321232082,Acapulco5,Hard,42,0,False,-8684838129263438602
5745388381763694427,Acapulco10,Hard,31,0,False,-8684838129263438602
-4921478575321232084,Acapulco7,Hard,51,0,False,-8684838129263438602
7963660527313599413,Dubai1,Hard,75,0,True,4892721242597726786
7963660527313599415,Dubai3,Hard,51,0,True,4892721242597726786
7963660527313599420,Dubai8,Hard,82,0,False,4892721242597726786
7963660527313599409,Dubai5,Hard,61,0,False,4892721242597726786
7963660527313599410,Dubai6,Hard,91,0,False,4892721242597726786
7963660527313599421,Dubai9,Hard,79,0,False,4892721242597726786
7963660527313599414,Dubai2,Hard,10,1,True,4892721242597726786
7963660527313599411,Dubai7,Hard,51,1,False,4892721242597726786
3640745883416551622,Dubai10,Hard,93,1,False,4892721242597726786
8963673527436599644,Sao Paulo3,Clay,84,1,True,-8304676061422181861
8963673527436599642,Sao Paulo5,Clay,17,0,False,-8304676061422181861
3197928015495897287,Sao Paulo10,Clay,12,1,False,-8304676061422181861
8963673527436599643,Sao Paulo4,Clay,96,1,False,-8304676061422181861
8963673527436599639,Sao Paulo8,Clay,31,0,False,-8304676061422181861
8963673527436599646,Sao Paulo1,Clay,96,0,True,-8304676061422181861
8963673527436599641,Sao Paulo6,Clay,90,0,False,-8304676061422181861
8963673527436599638,Sao Paulo9,Clay,26,0,False,-8304676061422181861
8963673527436599645,Sao Paulo2,Clay,12,0,True,-8304676061422181861
-4921478575323232072,Indian Wells Masters9,Hard,33,1,False,2718387482796929575
-4921478575323232080,Indian Wells Masters1,Hard,94,1,True,2718387482796929575
-4921478575323232077,Indian Wells Masters2,Hard,82,0,True,2718387482796929575
5745386381783694485,Indian Wells Masters10,Hard,17,0,False,2718387482796929575
-4921478575323232073,Indian Wells Masters6,Hard,43,1,False,2718387482796929575
-4921478575323232078,Indian Wells Masters3,Hard,85,1,True,2718387482796929575
-4921478575323232075,Indian Wells Masters4,Hard,57,1,False,2718387482796929575
-4921478575323232076,Indian Wells Masters5,Hard,49,1,False,2718387482796929575
-4921478575323232071,Indian Wells Masters8,Hard,58,1,False,2718387482796929575
-4921478575323232074,Indian Wells Masters7,Hard,68,1,False,2718387482796929575
-4921478575324232079,Miami Masters3,Hard,84,0,True,-6637520057639413747
-4921478575324232075,Miami Masters7,Hard,35,0,False,-6637520057639413747
-4921478575324232073,Miami Masters5,Hard,88,1,False,-6637520057639413747
-4921478575324232070,Miami Masters8,Hard,64,0,False,-6637520057639413747
-4921478575324232074,Miami Masters4,Hard,19,0,False,-6637520057639413747
-4921478575324232069,Miami Masters9,Hard,57,0,False,-6637520057639413747
-4921478575324232077,Miami Masters1,Hard,96,0,True,-6637520057639413747
-4921478575324232076,Miami Masters6,Hard,39,1,False,-6637520057639413747
5745385381779694480,Miami Masters10,Hard,81,0,False,-6637520057639413747
-4921478575324232080,Miami Masters2,Hard,35,1,True,-6637520057639413747
-7483082546498952484,Houston7,Clay,25,0,False,7868111784911863265
-7483082546498952494,Houston9,Clay,18,1,False,7868111784911863265
-7483082546498952493,Houston8,Clay,87,0,False,7868111784911863265
-7483082546498952482,Houston5,Clay,19,1,False,7868111784911863265
-7483082546498952486,Houston1,Clay,77,0,True,7868111784911863265
1205194424715689035,Houston10,Clay,33,1,False,7868111784911863265
-7483082546498952481,Houston4,Clay,37,1,False,7868111784911863265
-7483082546498952488,Houston3,Clay,14,1,True,7868111784911863265
-7483082546498952483,Houston6,Clay,16,1,False,7868111784911863265
6963664527433599631,Marrakech2,Clay,93,0,True,903382279165116203
6963664527433599627,Marrakech6,Clay,29,1,False,903382279165116203
6963664527433599620,Marrakech9,Clay,75,0,False,903382279165116203
2637113678768655657,Marrakech10,Clay,60,0,False,903382279165116203
6963664527433599630,Marrakech3,Clay,56,1,True,903382279165116203
6963664527433599626,Marrakech7,Clay,47,0,False,903382279165116203
6963664527433599625,Marrakech4,Clay,52,1,False,903382279165116203
6963664527433599628,Marrakech1,Clay,79,1,True,903382279165116203
6963664527433599621,Marrakech8,Clay,86,1,False,903382279165116203
6963664527433599624,Marrakech5,Clay,58,0,False,903382279165116203
7963668527430599644,Monte Carlo Masters3,Clay,83,1,True,3721124463732358916
7963668527430599646,Monte Carlo Masters1,Clay,88,0,True,3721124463732358916
7963668527430599645,Monte Carlo Masters2,Clay,41,1,True,3721124463732358916
7963668527430599638,Monte Carlo Masters9,Clay,88,1,False,3721124463732358916
7963668527430599643,Monte Carlo Masters4,Clay,35,1,False,3721124463732358916
7963668527430599641,Monte Carlo Masters6,Clay,73,0,False,3721124463732358916
-6805857189728999353,Monte Carlo Masters10,Clay,77,1,False,3721124463732358916
7963668527430599642,Monte Carlo Masters5,Clay,20,1,False,3721124463732358916
7963668527430599640,Monte Carlo Masters7,Clay,61,1,False,3721124463732358916
7963668527430599639,Monte Carlo Masters8,Clay,12,0,False,3721124463732358916
7963669527441599631,Barcelona8,Clay,78,0,False,4872904126237003214
7963669527441599618,Barcelona5,Clay,57,0,False,4872904126237003214
7963669527441599617,Barcelona6,Clay,28,1,False,4872904126237003214
7963669527441599619,Barcelona4,Clay,31,1,False,4872904126237003214
7963669527441599621,Barcelona2,Clay,13,0,True,4872904126237003214
7963669527441599620,Barcelona3,Clay,31,0,True,4872904126237003214
7963669527441599616,Barcelona7,Clay,89,0,False,4872904126237003214
7963669527441599622,Barcelona1,Clay,44,0,True,4872904126237003214
7963669527441599630,Barcelona9,Clay,55,1,False,4872904126237003214
-5805843189703999329,Barcelona10,Clay,90,1,False,4872904126237003214
-7483084546510952457,Bucharest2,Clay,56,0,True,603118217436725088
-794823575274310847,Bucharest10,Clay,93,1,False,603118217436725088
-7483084546510952460,Bucharest1,Clay,39,0,True,603118217436725088
-7483084546510952462,Bucharest7,Clay,70,1,False,603118217436725088
-7483084546510952452,Bucharest9,Clay,83,1,False,603118217436725088
-7483084546510952461,Bucharest6,Clay,85,0,False,603118217436725088
-7483084546510952463,Bucharest4,Clay,99,1,False,603118217436725088
-7483084546510952464,Bucharest5,Clay,91,1,False,603118217436725088
-1796944331533331454,Estoril4,Clay,75,1,False,5803171664337286423
-1796944331533331456,Estoril6,Clay,42,1,False,5803171664337286423
-1796944331533331452,Estoril2,Clay,65,0,True,5803171664337286423
-1796944331533331449,Estoril1,Clay,38,0,True,5803171664337286423
-1796944331533331455,Estoril7,Clay,19,1,False,5803171664337286423
-1796944331533331453,Estoril5,Clay,97,0,False,5803171664337286423
-1796944331533331442,Estoril8,Clay,93,0,False,5803171664337286423
-1796944331533331441,Estoril9,Clay,66,1,False,5803171664337286423
-1796944331533331451,Estoril3,Clay,37,0,True,5803171664337286423
2958085942508575068,Estoril10,Clay,58,1,False,5803171664337286423
-4796948331413331128,Istanbul5,Clay,25,1,False,7152908376696107270
2393645401270437737,Istanbul10,Clay,94,0,False,7152908376696107270
-4796948331413331125,Istanbul6,Clay,63,0,False,7152908376696107270
-4796948331413331127,Istanbul4,Clay,72,1,False,7152908376696107270
-4796948331413331124,Istanbul1,Clay,36,1,True,7152908376696107270
-4796948331413331126,Istanbul7,Clay,72,0,False,7152908376696107270
-4796948331413331132,Istanbul9,Clay,96,0,False,7152908376696107270
-4796948331413331131,Istanbul8,Clay,41,0,False,7152908376696107270
-4796948331413331121,Istanbul2,Clay,67,1,True,7152908376696107270
-4796948331413331122,Istanbul3,Clay,68,1,True,7152908376696107270
6963658527293599346,Munich1,Clay,74,1,True,4710719287206193582
-3363044321921345197,Munich10,Clay,17,1,False,4710719287206193582
6963658527293599354,Munich9,Clay,55,0,False,4710719287206193582
6963658527293599349,Munich6,Clay,28,0,False,4710719287206193582
6963658527293599345,Munich2,Clay,34,0,True,4710719287206193582
6963658527293599351,Munich4,Clay,52,1,False,4710719287206193582
6963658527293599350,Munich5,Clay,13,1,False,4710719287206193582
6963658527293599355,Munich8,Clay,64,0,False,4710719287206193582
6963658527293599344,Munich3,Clay,19,0,True,4710719287206193582
6963658527293599348,Munich7,Clay,27,1,False,4710719287206193582
7745377381677694284,Madrid Masters10,Clay,79,1,False,1999478716463399568
-4921476575338232142,Madrid Masters4,Clay,69,1,False,1999478716463399568
-4921476575338232140,Madrid Masters2,Clay,23,0,True,1999478716463399568
-4921476575338232141,Madrid Masters5,Clay,23,0,False,1999478716463399568
-4921476575338232137,Madrid Masters1,Clay,91,1,True,1999478716463399568
-4921476575338232129,Madrid Masters9,Clay,97,0,False,1999478716463399568
-4921476575338232144,Madrid Masters6,Clay,62,1,False,1999478716463399568
-4921476575338232130,Madrid Masters8,Clay,73,1,False,1999478716463399568
-4921476575338232143,Madrid Masters7,Clay,52,0,False,1999478716463399568
-4921476575338232139,Madrid Masters3,Clay,53,1,True,1999478716463399568
-4921478575326232071,Rome Masters1,Clay,14,1,True,-4576410847864820166
-4921478575326232066,Rome Masters6,Clay,27,1,False,-4576410847864820166
-4921478575326232070,Rome Masters2,Clay,16,1,True,-4576410847864820166
-4921478575326232065,Rome Masters7,Clay,77,1,False,-4576410847864820166
-4921478575326232080,Rome Masters8,Clay,67,1,False,-4576410847864820166
-4921478575326232069,Rome Masters3,Clay,89,1,True,-4576410847864820166
-4921478575326232068,Rome Masters4,Clay,65,0,False,-4576410847864820166
5745383381767694498,Rome Masters10,Clay,64,0,False,-4576410847864820166
-4921478575326232079,Rome Masters9,Clay,14,1,False,-4576410847864820166
-4921478575326232067,Rome Masters5,Clay,76,0,False,-4576410847864820166
6963660527411599653,Geneva6,Clay,98,0,False,6101872175795814310
6963660527411599659,Geneva8,Clay,39,1,False,6101872175795814310
6963660527411599655,Geneva4,Clay,79,0,False,6101872175795814310
6963660527411599652,Geneva7,Clay,20,0,False,6101872175795814310
6963660527411599649,Geneva2,Clay,45,0,True,6101872175795814310
6963660527411599650,Geneva1,Clay,67,0,True,6101872175795814310
6963660527411599658,Geneva9,Clay,66,1,False,6101872175795814310
-1362920321263344317,Geneva10,Clay,64,1,False,6101872175795814310
1645999537028323805,Nice4,Clay,70,0,False,-7985494147853592289
1645999537028323800,Nice1,Clay,38,0,True,-7985494147853592289
1645999537028323806,Nice7,Clay,86,1,False,-7985494147853592289
1645999537028323804,Nice5,Clay,11,0,False,-7985494147853592289
1645999537028323792,Nice9,Clay,95,0,False,-7985494147853592289
1645999537028323807,Nice6,Clay,21,1,False,-7985494147853592289
1645999537028323802,Nice3,Clay,82,1,True,-7985494147853592289
1501329831588275661,Nice10,Clay,63,0,False,-7985494147853592289
1645999537028323793,Nice8,Clay,85,0,False,-7985494147853592289
1645999537028323803,Nice2,Clay,43,1,True,-7985494147853592289
5352600078756028077,Roland Garros1,Clay,25,1,True,4797064602595527005
5352600078756028075,Roland Garros7,Clay,88,1,False,4797064602595527005
5352600078756028073,Roland Garros5,Clay,63,1,False,4797064602595527005
5352600078756028074,Roland Garros6,Clay,50,1,False,4797064602595527005
5352600078756028072,Roland Garros4,Clay,45,0,False,4797064602595527005
-1804335741418124074,Roland Garros10,Clay,42,1,False,4797064602595527005
5352600078756028079,Roland Garros3,Clay,24,1,True,4797064602595527005
5352600078756028068,Roland Garros8,Clay,86,1,False,4797064602595527005
5352600078756028078,Roland Garros2,Clay,34,1,True,4797064602595527005
5352600078756028069,Roland Garros9,Clay,90,0,False,4797064602595527005
-4921479575323232084,s-Hertogenbosch2,Grass,11,0,True,-6818240868599612182
-4921479575323232086,s-Hertogenbosch4,Grass,32,1,False,-6818240868599612182
-4921479575323232081,s-Hertogenbosch1,Grass,89,0,True,-6818240868599612182
-4921479575323232089,s-Hertogenbosch9,Grass,10,1,False,-6818240868599612182
-4921479575323232088,s-Hertogenbosch6,Grass,74,1,False,-6818240868599612182
-4921479575323232090,s-Hertogenbosch8,Grass,74,1,False,-6818240868599612182
-4921479575323232083,s-Hertogenbosch3,Grass,60,1,True,-6818240868599612182
-4921479575323232087,s-Hertogenbosch7,Grass,88,1,False,-6818240868599612182
-4921479575323232085,s-Hertogenbosch5,Grass,66,1,False,-6818240868599612182
4745383381762694420,s-Hertogenbosch10,Grass,40,1,False,-6818240868599612182
6963660527408599656,Stuttgart2,Grass,82,1,True,-6855135297336999727
6963660527408599661,Stuttgart7,Grass,16,1,False,-6855135297336999727
6963660527408599650,Stuttgart8,Grass,10,0,False,-6855135297336999727
6963660527408599662,Stuttgart4,Grass,13,1,False,-6855135297336999727
6963660527408599663,Stuttgart5,Grass,21,0,False,-6855135297336999727
6963660527408599651,Stuttgart9,Grass,24,0,False,-6855135297336999727
6963660527408599660,Stuttgart6,Grass,68,0,False,-6855135297336999727
6963660527408599657,Stuttgart3,Grass,32,0,True,-6855135297336999727
6963660527408599659,Stuttgart1,Grass,88,1,True,-6855135297336999727
8963676527451599625,Halle4,Grass,98,1,False,-3531713558253812981
8963676527451599620,Halle9,Grass,79,0,False,-3531713558253812981
8963676527451599621,Halle8,Grass,77,1,False,-3531713558253812981
8963676527451599628,Halle1,Grass,14,1,True,-3531713558253812981
8963676527451599626,Halle7,Grass,85,1,False,-3531713558253812981
6197952015526897321,Halle10,Grass,99,1,False,-3531713558253812981
8963676527451599630,Halle3,Grass,92,0,True,-3531713558253812981
8963676527451599624,Halle5,Grass,42,1,False,-3531713558253812981
8963676527451599631,Halle2,Grass,36,1,True,-3531713558253812981
8963676527451599627,Halle6,Grass,27,1,False,-3531713558253812981
6963657527296599332,London5,Grass,19,0,False,2170612182868151924
6963657527296599333,London4,Grass,70,1,False,2170612182868151924
6963657527296599328,London1,Grass,13,0,True,2170612182868151924
6963657527296599336,London9,Grass,41,0,False,2170612182868151924
6963657527296599335,London6,Grass,45,0,False,2170612182868151924
6963657527296599334,London7,Grass,83,0,False,2170612182868151924
6963657527296599331,London2,Grass,16,0,True,2170612182868151924
6963657527296599337,London8,Grass,48,1,False,2170612182868151924
6963657527296599330,London3,Grass,74,1,True,2170612182868151924
-4363044321926345275,London10,Grass,84,0,False,2170612182868151924
-7483085546516952453,Nottingham7,Grass,61,0,False,-3053475396525543311
-7483085546516952459,Nottingham9,Grass,55,1,False,-3053475396525543311
-1794832575299310818,Nottingham10,Grass,24,0,False,-3053475396525543311
-7483085546516952460,Nottingham8,Grass,92,1,False,-3053475396525543311
-7483085546516952449,Nottingham3,Grass,84,1,True,-3053475396525543311
-7483085546516952450,Nottingham2,Grass,48,0,True,-3053475396525543311
-7483085546516952451,Nottingham1,Grass,44,0,True,-3053475396525543311
-7483085546516952454,Nottingham6,Grass,55,0,False,-3053475396525543311
-7483085546516952456,Nottingham4,Grass,35,1,False,-3053475396525543311
-7483085546516952455,Nottingham5,Grass,69,1,False,-3053475396525543311
5352598078744028094,Wimbledon4,Grass,82,0,False,2579596190766456734
5352598078744028082,Wimbledon8,Grass,75,1,False,2579596190766456734
5352598078744028091,Wimbledon1,Grass,37,0,True,2579596190766456734
5352598078744028095,Wimbledon5,Grass,38,0,False,2579596190766456734
-3804353741440123988,Wimbledon10,Grass,71,1,False,2579596190766456734
5352598078744028089,Wimbledon3,Grass,22,0,True,2579596190766456734
5352598078744028088,Wimbledon2,Grass,81,1,True,2579596190766456734
5352598078744028093,Wimbledon7,Grass,19,1,False,2579596190766456734
5352598078744028092,Wimbledon6,Grass,76,1,False,2579596190766456734
5352598078744028083,Wimbledon9,Grass,92,1,False,2579596190766456734
6963657527301599316,Bastad4,Clay,69,1,False,-5369307885303464165
6963657527301599318,Bastad6,Clay,96,0,False,-5369307885303464165
6963657527301599314,Bastad2,Clay,97,1,True,-5369307885303464165
6963657527301599320,Bastad8,Clay,36,1,False,-5369307885303464165
6963657527301599313,Bastad1,Clay,10,0,True,-5369307885303464165
6963657527301599317,Bastad5,Clay,35,0,False,-5369307885303464165
6963657527301599321,Bastad9,Clay,10,1,False,-5369307885303464165
6963657527301599319,Bastad7,Clay,83,1,False,-5369307885303464165
6963657527301599315,Bastad3,Clay,48,1,True,-5369307885303464165
-4363039321926345238,Bastad10,Clay,42,0,False,-5369307885303464165
7963668527426599654,Hamburg5,Clay,55,0,False,-1605573243672366537
7963668527426599650,Hamburg1,Clay,38,1,True,-1605573243672366537
-6805861189720999293,Hamburg10,Clay,79,1,False,-1605573243672366537
7963668527426599648,Hamburg3,Clay,23,0,True,-1605573243672366537
7963668527426599652,Hamburg7,Clay,75,0,False,-1605573243672366537
7963668527426599658,Hamburg9,Clay,73,1,False,-1605573243672366537
7963668527426599659,Hamburg8,Clay,66,0,False,-1605573243672366537
7963668527426599653,Hamburg6,Clay,25,1,False,-1605573243672366537
7963668527426599649,Hamburg2,Clay,56,0,True,-1605573243672366537
7963668527426599655,Hamburg4,Clay,28,1,False,-1605573243672366537
6963657527300599324,Newport1,Grass,37,1,True,4652094273003240532
6963657527300599327,Newport2,Grass,24,1,True,4652094273003240532
6963657527300599316,Newport9,Grass,72,1,False,4652094273003240532
6963657527300599322,Newport7,Grass,25,0,False,4652094273003240532
6963657527300599317,Newport8,Grass,18,1,False,4652094273003240532
6963657527300599321,Newport4,Grass,39,0,False,4652094273003240532
6963657527300599326,Newport3,Grass,43,0,True,4652094273003240532
-4363040321934345223,Newport10,Grass,71,1,False,4652094273003240532
6963657527300599323,Newport6,Grass,97,0,False,4652094273003240532
6963657527300599320,Newport5,Grass,63,0,False,4652094273003240532
6963657527299599325,Gstaad3,Clay,66,1,True,-3702315508170394294
-4363041321938345340,Gstaad10,Clay,20,1,False,-3702315508170394294
6963657527299599327,Gstaad1,Clay,50,1,True,-3702315508170394294
6963657527299599322,Gstaad4,Clay,11,0,False,-3702315508170394294
6963657527299599320,Gstaad6,Clay,73,0,False,-3702315508170394294
6963657527299599318,Gstaad8,Clay,34,1,False,-3702315508170394294
6963657527299599319,Gstaad9,Clay,97,1,False,-3702315508170394294
