player_ID,name,country,dob,gender,height,ranking_points,weight
104468,Gilles Simon,FRA,1984-01-01 00:09:00,m,183,2145,80.3736
117357,Omar Jasika,AUS,1997-01-01 00:03:00,m,,159,
105732,Pierre Hugues Herbert,FRA,1991-01-01 00:02:00,m,,313,
111511,Noah Rubin,USA,1996-01-01 00:01:00,m,,146,
104978,Daniel Brands,GER,1987-01-01 00:05:00,m,196,393,92.1984
105477,Marco Trungelliti,ARG,1990-01-01 00:00:00,m,,244,
104597,Nicolas Almagro,ESP,1985-01-01 00:06:00,m,183,694,80.3736
105077,Albert Ramos,ESP,1988-01-01 00:00:00,m,188,773,84.8256
105583,Dusan Lajovic,SRB,1990-01-01 00:04:00,m,180,678,77.76
106401,Nick Kyrgios,AUS,1995-01-01 00:03:00,m,,1260,
105806,Mirza Basic,BIH,1991-01-01 00:05:00,m,,432,
104534,Dudi Sela,ISR,1985-01-01 00:02:00,m,175,633,73.5
104792,Gael Monfils,FRA,1986-01-01 00:06:00,m,193,1485,89.3976
103565,Stephane Robert,FRA,1980-01-01 00:03:00,m,185,233,82.14
104330,Rajeev Ram,USA,1984-01-01 00:02:00,m,193,617,89.3976
105065,Tim Smyczek,USA,1987-01-01 00:09:00,m,175,543,73.5
103720,Lleyton Hewitt,AUS,1981-01-01 00:01:00,m,180,160,77.76
105064,Thomaz Bellucci,BRA,1987-01-01 00:09:00,m,188,1105,84.8256
105449,Steve Johnson,USA,1989-01-01 00:09:00,m,188,1240,84.8256
103852,Feliciano Lopez,ESP,1981-01-01 00:07:00,m,188,1690,84.8256
105550,Guido Pella,ARG,1990-01-01 00:03:00,m,,693,
104719,Marcel Granollers,ESP,1986-01-01 00:02:00,m,190,661,86.64
104620,Simone Bolelli,ITA,1985-01-01 00:07:00,m,183,765,80.3736
105311,Joao Sousa,POR,1989-01-01 00:02:00,m,,1191,
105053,Santiago Giraldo,COL,1987-01-01 00:09:00,m,188,723,84.8256
105032,Samuel Groth,AUS,1987-01-01 00:08:00,m,,747,
104918,Andy Murray,GBR,1987-01-01 00:03:00,m,190,8945,86.64
104755,Richard Gasquet,FRA,1986-01-01 00:04:00,m,185,2760,82.14
104460,Dustin Brown,GER,1984-01-01 00:09:00,m,196,458,92.1984
100644,Alexander Zverev,GER,1997-01-01 00:02:00,m,,651,
104571,Marcos Baghdatis,CYP,1985-01-01 00:04:00,m,183,814,80.3736
105074,Ruben Bemelmans,BEL,1988-01-01 00:00:00,m,,524,
103582,Michael Berrer,GER,1980-01-01 00:04:00,m,193,487,89.3976
105208,Ernests Gulbis,LAT,1988-01-01 00:06:00,m,190,661,86.64
106121,Taro Daniel,JPN,1993-01-01 00:00:00,m,,603,
105526,Jan Lennard Struff,GER,1990-01-01 00:02:00,m,,522,
104273,Edouard Roger Vasselin,FRA,1983-01-01 00:08:00,m,188,454,84.8256
104932,Kenny De Schepper,FRA,1987-01-01 00:03:00,m,203,376,98.9016
103607,Victor Estrella,DOM,1980-01-01 00:05:00,m,173,797,71.8296
103893,Paolo Lorenzi,ITA,1981-01-01 00:09:00,m,183,786,80.3736
105807,Pablo Carreno Busta,ESP,1991-01-01 00:04:00,m,,734,
106148,Roberto Carballes Baena,ESP,1993-01-01 00:01:00,m,,474,
104268,Alejandro Falla,COL,1983-01-01 00:08:00,m,185,481,82.14
103656,Albert Montanes,ESP,1980-01-01 00:08:00,m,175,507,73.5
105438,Inigo Cervantes Huegun,ESP,1989-01-01 00:08:00,m,,705,
105413,Andrej Martin,SVK,1989-01-01 00:06:00,m,180,421,77.76
105154,Joao Souza,BRA,1988-01-01 00:03:00,m,193,386,89.3976
105373,Martin Klizan,SVK,1989-01-01 00:04:00,m,190,920,86.64
105173,Adrian Mannarino,FRA,1988-01-01 00:04:00,m,183,845,80.3736
105936,Filip Krajinovic,SRB,1992-01-01 00:01:00,m,185,574,82.14
105657,Marius Copil,ROU,1990-01-01 00:07:00,m,193,244,89.3976
104338,Juan Monaco,ARG,1984-01-01 00:01:00,m,185,800,82.14
106043,Diego Sebastian Schwartzman,ARG,1992-01-01 00:05:00,m,,621,
105671,Gastao Elias,POR,1990-01-01 00:08:00,m,178,418,76.0416
126203,Taylor Harry Fritz,USA,1997-01-01 00:07:00,m,,414,
106415,Yoshihito Nishioka,JPN,1995-01-01 00:06:00,m,,471,
103794,Benjamin Becker,GER,1981-01-01 00:04:00,m,178,525,76.0416
105992,Ryan Harrison,USA,1992-01-01 00:02:00,m,183,483,80.3736
105967,Henri Laaksonen,SUI,1992-01-01 00:01:00,m,,279,
106210,Jiri Vesely,CZE,1993-01-01 00:04:00,m,,840,
105223,Juan Martin Del Potro,ARG,1988-01-01 00:06:00,m,198,10,94.0896
105441,John Patrick Smith,AUS,1989-01-01 00:08:00,m,,449,
105147,Tatsuma Ito,JPN,1988-01-01 00:03:00,m,180,489,77.76
104660,Sergiy Stakhovsky,UKR,1985-01-01 00:09:00,m,193,663,89.3976
104672,Vincent Millot,FRA,1986-01-01 00:00:00,m,173,274,71.8296
104999,Mischa Zverev,GER,1987-01-01 00:05:00,m,190,314,86.64
104593,Daniel Gimeno Traver,ESP,1985-01-01 00:05:00,m,185,492,82.14
106329,Thiago Monteiro,BRA,1994-01-01 00:03:00,m,,136,
104098,Dmitry Tursunov,RUS,1982-01-01 00:08:00,m,185,10,82.14
104291,Malek Jaziri,TUN,1983-01-01 00:09:00,m,185,486,82.14
105015,Franco Skugor,CRO,1987-01-01 00:06:00,m,193,282,89.3976
105487,Facundo Bagnis,ARG,1990-01-01 00:00:00,m,,587,
105641,Blaz Rola,SLO,1990-01-01 00:06:00,m,,368,
106216,Bjorn Fratangelo,USA,1993-01-01 00:04:00,m,,397,
104022,Mikhail Youzhny,RUS,1982-01-01 00:03:00,m,183,700,80.3736
106075,Jozef Kovalik,SVK,1992-01-01 00:07:00,m,,289,
126207,Francis Tiafoe,USA,1997-01-01 00:09:00,m,,309,
104547,Horacio Zeballos,ARG,1985-01-01 00:01:00,m,188,540,84.8256
104797,Denis Istomin,UZB,1986-01-01 00:05:00,m,188,702,84.8256
126205,Tommy Paul,USA,1997-01-01 00:01:00,m,,262,
105041,Lukas Lacko,SVK,1987-01-01 00:06:00,m,185,522,82.14
105254,Nikola Mektic,CRO,1988-01-01 00:07:00,m,,154,
104216,Maximo Gonzalez,ARG,1983-01-01 00:03:00,m,175,395,73.5
111575,Karen Khachanov,RUS,1996-01-01 00:01:00,m,,426,
105916,Marton Fucsovics,HUN,1991-01-01 00:08:00,m,,244,
106065,Marco Cecchinato,ITA,1992-01-01 00:05:00,m,,575,
105430,Radu Albot,MDA,1989-01-01 00:06:00,m,,361,
104297,Rogerio Dutra Silva,BRA,1983-01-01 00:08:00,m,178,573,76.0416
103333,Ivo Karlovic,CRO,1978-01-01 00:08:00,m,208,1235,103.8336
104494,Adrian Ungur,ROU,1984-01-01 00:08:00,m,178,282,76.0416
104252,Florian Mayer,GER,1983-01-01 00:04:00,m,190,191,86.64
104997,Igor Sijsling,NED,1987-01-01 00:03:00,m,190,434,86.64
104327,Steve Darcis,BEL,1983-01-01 00:08:00,m,178,331,76.0416
104122,Carlos Berlocq,ARG,1982-01-01 00:07:00,m,183,462,80.3736
106361,Adam Pavlasek,CZE,1994-01-01 00:04:00,m,,442,
106288,Mathias Bourgue,FRA,1993-01-01 00:07:00,m,,326,
111578,Stefan Kozlov,USA,1997-01-01 00:07:00,m,,265,
106421,Daniil Medvedev,RUS,1995-01-01 00:07:00,m,,202,
105216,Yuichi Sugita,JPN,1988-01-01 00:03:00,m,,551,
104386,Janko Tipsarevic,SRB,1984-01-01 00:00:00,m,180,58,77.76
104433,Frank Dancevic,CAN,1984-01-01 00:03:00,m,185,168,82.14
105554,Daniel Evans,GBR,1989-01-01 00:09:00,m,175,628,73.5
124014,Ernesto Escobedo,USA,1996-01-01 00:00:00,m,,177,
105650,Marcus Willis,GBR,1990-01-01 00:03:00,m,,26,
103898,Julien Benneteau,FRA,1981-01-01 00:05:00,m,185,59,82.14
106261,Dennis Novikov,USA,1993-01-01 00:04:00,m,,390,
104229,Yen Hsun Lu,TPE,1983-01-01 00:01:00,m,180,710,77.76
105063,Andrea Arnaboldi,ITA,1987-01-01 00:05:00,m,,235,
123921,Calvin Hemery,FRA,1994-01-01 00:05:00,m,,119,
144797,Carl Soderlund,SWE,1996-01-01 00:09:00,m,,79,
106044,Nicolas Kicker,ARG,1992-01-01 00:01:00,m,,388,
104813,Grega Zemlja,SLO,1986-01-01 00:02:00,m,183,370,80.3736
144923,Louis Wessels,GER,1998-01-01 00:01:00,m,,,
103843,Marco Chiudinelli,SUI,1981-01-01 00:02:00,m,185,418,82.14
104548,Brian Baker,USA,1984-01-01 00:08:00,m,190,60,86.64
111200,Elias Ymer,SWE,1995-01-01 00:07:00,m,,357,
103902,Jan Mertl,CZE,1981-01-01 00:05:00,m,190,158,86.64
104505,Konstantin Kravchuk,RUS,1984-01-01 00:06:00,m,190,585,86.64
106137,Tristan Lamasine,FRA,1992-01-01 00:06:00,m,,296,
105932,Nikoloz Basilashvili,RUS,1991-01-01 00:06:00,m,,481,
105589,Gerald Melzer,AUT,1990-01-01 00:00:00,m,,575,
103781,Jurgen Melzer,AUT,1980-01-01 00:08:00,m,183,98,80.3736
105677,Nikola Cacic,SRB,1990-01-01 00:04:00,m,,27,
111577,Jared Donaldson,USA,1996-01-01 00:02:00,m,,374,
105166,Peter Polansky,CAN,1987-01-01 00:09:00,m,180,215,77.76
133430,Denis Shapovalov,CAN,1998-01-01 00:07:00,m,,121,
105731,Steven Diez,CAN,1990-01-01 00:06:00,m,,285,
124187,Reilly Opelka,USA,1997-01-01 00:01:00,m,,20,
105596,Jan Satral,CZE,1989-01-01 00:09:00,m,,237,
105561,Alessandro Giannessi,ITA,1989-01-01 00:07:00,m,183,217,80.3736
105376,Peter Gojowczyk,GER,1988-01-01 00:08:00,m,185,261,82.14
105842,Di Wu,CHN,1991-01-01 00:00:00,m,,290,
106225,Andrew Whittington,AUS,1992-01-01 00:09:00,m,,295,
105098,Alexandre Sidorenko,FRA,1987-01-01 00:04:00,m,,205,
122330,Alexander Bublik,RUS,1996-01-01 00:07:00,m,,194,
144707,Mikael Ymer,SWE,1997-01-01 00:09:00,m,,60,
105132,Jurgen Zopp,EST,1987-01-01 00:04:00,m,190,225,86.64
106093,Benjamin Mitchell,AUS,1992-01-01 00:09:00,m,,225,
117352,Oliver Anderson,AUS,1998-01-01 00:03:00,m,,25,
104628,Alexander Kudryavtsev,RUS,1985-01-01 00:08:00,m,183,321,80.3736
104500,Somdev Devvarman,IND,1985-01-01 00:01:00,m,180,284,77.76
122570,Mubarak Al Harrasi,QAT,1995-01-01 00:03:00,m,,3,
104947,Marsel Ilhan,TUR,1987-01-01 00:04:00,m,190,520,86.64
106234,Aslan Karatsev,RUS,1993-01-01 00:07:00,m,,254,
105030,Michael Venus,NZL,1987-01-01 00:08:00,m,,41,
110686,Finn Tearney,NZL,1990-01-01 00:07:00,m,,123,
109739,Maximilian Marterer,GER,1995-01-01 00:04:00,m,,203,
106026,Yuki Bhambri,IND,1992-01-01 00:05:00,m,183,610,80.3736
105051,Matthew Ebden,AUS,1987-01-01 00:09:00,m,188,557,84.8256
105668,Jerzy Janowicz,POL,1990-01-01 00:08:00,m,203,795,98.9016
104117,Giovanni Lapentti,ECU,1983-01-01 00:00:00,m,193,239,89.3976
105271,Gonzalo Escobar,ECU,1989-01-01 00:00:00,m,,126,
105137,Pere Riba,ESP,1988-01-01 00:02:00,m,183,236,80.3736
105292,Alejandro Gonzalez,COL,1989-01-01 00:00:00,m,,392,
106032,Facundo Arguello,ARG,1992-01-01 00:05:00,m,,440,
106220,Dimitar Kuzmanov,BUL,1993-01-01 00:05:00,m,,177,
105586,Alexander Lazov,BUL,1990-01-01 00:04:00,m,,95,
111581,Michael Mmoh,USA,1997-01-01 00:09:00,m,,113,
104095,David Guez,FRA,1982-01-01 00:08:00,m,185,281,82.14
111797,Nicolas Jarry,CHI,1995-01-01 00:07:00,m,,74,
106250,Luis Patino,MEX,1993-01-01 00:06:00,m,,25,
105853,Tigre Hank,MEX,1991-01-01 00:06:00,m,,92,
106412,Lucas Gomez,MEX,1995-01-01 00:05:00,m,,62,
106105,Guilherme Clezar,BRA,1992-01-01 00:09:00,m,,317,
111456,Mackenzie Mcdonald,USA,1995-01-01 00:01:00,m,,116,
105149,Reda El Amrani,MAR,1988-01-01 00:01:00,m,185,,82.14
105841,Lorenzo Giustino,ITA,1991-01-01 00:04:00,m,,204,
144760,Amine Ahouda,MAR,1997-01-01 00:04:00,m,,23,
104467,Lamine Ouahab,ALG,1984-01-01 00:07:00,m,185,150,82.14
106398,Pedro Cachin,ARG,1995-01-01 00:00:00,m,,214,
144719,Jaume Munar,ESP,1997-01-01 00:00:00,m,,99,
105060,Aldin Setkic,BIH,1987-01-01 00:07:00,m,193,250,89.3976
105426,Michael Linzer,AUT,1989-01-01 00:05:00,m,,193,
105155,Pedro Sousa,POR,1988-01-01 00:01:00,m,180,123,77.76
106393,Frederico Ferreira Silva,POR,1994-01-01 00:09:00,m,,207,
117356,Cem Ilkel,TUR,1995-01-01 00:03:00,m,,105,
105649,Cedrik Marcel Stebe,GER,1990-01-01 00:05:00,m,183,1,80.3736
104897,Matthias Bachinger,GER,1986-01-01 00:09:00,m,188,148,84.8256
106099,Salvatore Caruso,ITA,1992-01-01 00:06:00,m,,206,
132283,Lorenzo Sonego,ITA,1995-01-01 00:00:00,m,,146,
103835,Filippo Volandri,ITA,1981-01-01 00:03:00,m,183,271,80.3736
106426,Christian Garin,CHI,1996-01-01 00:00:00,m,,137,
104676,Andreas Beck,GER,1985-01-01 00:07:00,m,190,138,86.64
105751,Roberto Ortega Olmedo,ESP,1990-01-01 00:09:00,m,,157,
106296,Gregoire Barrere,FRA,1993-01-01 00:07:00,m,183,223,80.3736
111513,Laslo Djere,SRB,1995-01-01 00:00:00,m,,249,
105515,Jordi Samper Montana,ESP,1989-01-01 00:09:00,m,,249,
104802,Fabrice Martin,FRA,1986-01-01 00:03:00,m,,,
123828,Jan Choinski,GER,1996-01-01 00:00:00,m,,100,
104868,James Ward,GBR,1986-01-01 00:07:00,m,190,309,86.64
103401,Jan Hernych,CZE,1979-01-01 00:00:00,m,190,146,86.64
105528,Alexander Ward,GBR,1989-01-01 00:09:00,m,,215,
106281,Liam Broady,GBR,1993-01-01 00:05:00,m,,224,
105454,Brydan Klein,AUS,1989-01-01 00:05:00,m,183,200,80.3736
106291,Luke Saville,AUS,1993-01-01 00:06:00,m,,241,
105874,Albano Olivetti,FRA,1991-01-01 00:04:00,m,203,24,98.9016
106035,Isak Arvidsson,SWE,1992-01-01 00:01:00,m,,72,
105872,Christian Lindell,SWE,1991-01-01 00:04:00,m,,142,
110596,Fred Simonsson,SWE,1994-01-01 00:04:00,m,,37,
202359,Marvin Moeller,GER,1998-01-01 00:05:00,m,,,
104804,Amir Weintraub,ISR,1986-01-01 00:02:00,m,188,250,84.8256
104308,Michal Przysiezny,POL,1983-01-01 00:06:00,m,185,149,82.14
104864,Alex Kuznetsov,USA,1986-01-01 00:06:00,m,183,141,80.3736
105161,Yann Marti,SUI,1987-01-01 00:09:00,m,173,111,71.8296
126627,Johan Nikles,SUI,1996-01-01 00:07:00,m,,18,
106006,Agustin Velotti,ARG,1991-01-01 00:08:00,m,,206,
134472,Antoine Bellier,SUI,1996-01-01 00:03:00,m,,65,
110602,Dennis Novak,AUT,1993-01-01 00:01:00,m,,277,
117361,Akira Santillan,AUS,1996-01-01 00:08:00,m,,165,
126120,Nino Serdarusic,CRO,1996-01-01 00:04:00,m,,55,
104007,Andre Ghem,BRA,1981-01-01 00:09:00,m,193,244,89.3976
105782,Enrique Lopez Perez,ESP,1990-01-01 00:09:00,m,,278,
105877,Emilio Gomez,ECU,1991-01-01 00:03:00,m,,148,
106269,Austin Smith,USA,1993-01-01 00:03:00,m,,,
111153,Christopher Eubanks,USA,,m,,1,
103857,Igor Kunitsyn,RUS,1981-01-01 00:01:00,m,180,,77.76
106423,Thanasi Kokkinakis,AUS,1995-01-01 00:07:00,m,,90,
105985,Darian King,BAR,1991-01-01 00:07:00,m,,336,
126646,Tim Van Rijthoven,NED,1996-01-01 00:07:00,m,,136,
104945,James Mcgee,IRL,1986-01-01 00:08:00,m,,193,
105031,Saketh Myneni,IND,1987-01-01 00:01:00,m,,410,
105819,Guido Andreozzi,ARG,1990-01-01 00:09:00,m,,437,
125802,Ilya Ivashka,BLR,1993-01-01 00:05:00,m,,308,
106328,Christian Harrison,USA,1993-01-01 00:07:00,m,,35,
105655,Hiroki Moriya,JPN,1990-01-01 00:01:00,m,,326,
134770,Casper Ruud,NOR,1998-01-01 00:02:00,m,,195,
104810,Zhe Li,CHN,1986-01-01 00:00:00,m,,228,
105585,Ze Zhang,CHN,1989-01-01 00:08:00,m,,325,
104424,Go Soeda,JPN,1983-01-01 00:09:00,m,178,460,76.0416
106167,Joris De Loore,BEL,1992-01-01 00:05:00,m,,328,
120424,Yannick Maden,GER,1989-01-01 00:00:00,m,,170,
105943,Federico Gaio,ITA,1991-01-01 00:04:00,m,,314,
