match_ID,best_of,round_num,tournament_ID
-6458796606227881563,5,R64,2016-580
-6458796606238881651,5,R64,2016-580
-6458796606238881652,5,R64,2016-580
-6458796606238881649,5,R64,2016-580
-6458796606238881650,5,R64,2016-580
-6458796606238881655,5,R64,2016-580
-6458796606238881656,5,R64,2016-580
-6458796606238881653,5,R64,2016-580
-6458796606238881654,5,R64,2016-580
-6458796606238881659,5,R64,2016-580
-6458796606238881660,5,R64,2016-580
-6458796606237881662,5,R64,2016-580
-6458796606237881661,5,R64,2016-580
-6458796606237881664,5,R64,2016-580
-6458796606237881663,5,R64,2016-580
-6458796606237881658,5,R64,2016-580
-6458796606237881657,5,R64,2016-580
-6458796606237881660,5,R32,2016-580
-6458796606237881659,5,R32,2016-580
-6458796606237881654,5,R32,2016-580
-6458796606237881653,5,R32,2016-580
-6458797606236881538,5,R32,2016-580
-6458797606236881537,5,R32,2016-580
-6458797606236881540,5,R32,2016-580
-6458797606236881539,5,R32,2016-580
-6458797606236881542,5,R32,2016-580
-6458797606236881541,5,R32,2016-580
-6458797606236881544,5,R32,2016-580
-6458797606236881543,5,R32,2016-580
-6458797606236881546,5,R32,2016-580
-6458797606236881545,5,R32,2016-580
-6458797606237881543,5,R32,2016-580
-6458797606237881544,5,R32,2016-580
-6458797606237881541,5,R16,2016-580
-6458797606237881542,5,R16,2016-580
-6458797606237881539,5,R16,2016-580
-6458797606237881540,5,R16,2016-580
-6458797606237881537,5,R16,2016-580
-6458797606237881538,5,R16,2016-580
-6458797606237881551,5,R16,2016-580
-6458797606237881552,5,R16,2016-580
-6458797606238881660,5,QF,2016-580
-6458797606238881659,5,QF,2016-580
-6458797606238881658,5,QF,2016-580
-6458797606238881657,5,QF,2016-580
-6458797606238881664,5,SF,2016-580
-6458797606238881663,5,SF,2016-580
-6458797606238881662,5,F,2016-580
2947049116676150194,3,F,2016-0375
2947050116673150089,3,SF,2016-0375
2947050116673150088,3,SF,2016-0375
2947050116673150087,3,QF,2016-0375
2947050116673150086,3,QF,2016-0375
2947050116673150085,3,QF,2016-0375
2947050116673150084,3,QF,2016-0375
2947050116673150083,3,R16,2016-0375
2947050116673150082,3,R16,2016-0375
2947050116673150081,3,R16,2016-0375
2947050116673150080,3,R16,2016-0375
2947050116674150090,3,R16,2016-0375
2947050116674150091,3,R16,2016-0375
2947050116674150084,3,R16,2016-0375
2947050116674150085,3,R16,2016-0375
2947050116674150087,3,R32,2016-0375
2947050116674150080,3,R32,2016-0375
2947050116674150081,3,R32,2016-0375
2947050116674150083,3,R32,2016-0375
2947050116679150203,3,R32,2016-0375
2947050116679150202,3,R32,2016-0375
2947050116679150197,3,R32,2016-0375
2947050116679150196,3,R32,2016-0375
2947050116679150199,3,R32,2016-0375
2947050116679150193,3,R32,2016-0375
2947050116679150192,3,R32,2016-0375
2947050116679150195,3,R32,2016-0375
5071222090157621042,3,F,2016-7161
5071223090154620937,3,SF,2016-7161
5071223090154620936,3,SF,2016-7161
5071223090154620935,3,QF,2016-7161
5071223090154620934,3,QF,2016-7161
5071223090154620933,3,QF,2016-7161
5071223090154620932,3,QF,2016-7161
5071223090154620931,3,R16,2016-7161
5071223090154620930,3,R16,2016-7161
5071223090154620929,3,R16,2016-7161
5071223090154620928,3,R16,2016-7161
5071223090155620938,3,R16,2016-7161
5071223090155620939,3,R16,2016-7161
5071223090155620932,3,R16,2016-7161
5071223090155620933,3,R16,2016-7161
5071223090155620935,3,R32,2016-7161
5071223090155620928,3,R32,2016-7161
5071223090155620929,3,R32,2016-7161
5071223090155620931,3,R32,2016-7161
5071223090160621051,3,R32,2016-7161
5071223090160621050,3,R32,2016-7161
5071223090160621045,3,R32,2016-7161
5071223090160621044,3,R32,2016-7161
5071223090160621047,3,R32,2016-7161
5071223090160621041,3,R32,2016-7161
5071223090160621040,3,R32,2016-7161
5071223090160621043,3,R32,2016-7161
2280978752894924187,3,F,2016-7434
2280977752881924220,3,SF,2016-7434
2280977752881924221,3,SF,2016-7434
2280977752881924210,3,QF,2016-7434
2280977752881924211,3,QF,2016-7434
2280977752881924208,3,QF,2016-7434
2280977752881924209,3,QF,2016-7434
2280977752881924214,3,R16,2016-7434
2280977752881924215,3,R16,2016-7434
2280977752881924212,3,R16,2016-7434
2280977752881924213,3,R16,2016-7434
2280977752880924211,3,R16,2016-7434
2280977752880924210,3,R16,2016-7434
2280977752880924221,3,R16,2016-7434
2280977752880924220,3,R16,2016-7434
2280977752880924222,3,R32,2016-7434
2280977752880924217,3,R32,2016-7434
2280977752880924216,3,R32,2016-7434
2280977752880924218,3,R32,2016-7434
2280977752891924178,3,R32,2016-7434
2280977752891924179,3,R32,2016-7434
2280977752891924188,3,R32,2016-7434
2280977752891924189,3,R32,2016-7434
2280977752891924190,3,R32,2016-7434
2280977752891924184,3,R32,2016-7434
2280977752891924185,3,R32,2016-7434
2280977752891924186,3,R32,2016-7434
-8272190949491422690,3,F,2016-0506
-8272189949494422683,3,SF,2016-0506
-8272189949494422684,3,SF,2016-0506
-8272189949494422677,3,QF,2016-0506
-8272189949494422678,3,QF,2016-0506
-8272189949494422679,3,QF,2016-0506
-8272189949494422680,3,QF,2016-0506
-8272189949494422673,3,R16,2016-0506
-8272189949494422674,3,R16,2016-0506
-8272189949494422675,3,R16,2016-0506
-8272189949494422676,3,R16,2016-0506
-8272189949493422682,3,R16,2016-0506
-8272189949493422681,3,R16,2016-0506
-8272189949493422680,3,R16,2016-0506
-8272189949493422679,3,R16,2016-0506
-8272189949493422677,3,R32,2016-0506
-8272189949493422676,3,R32,2016-0506
-8272189949493422675,3,R32,2016-0506
-8272189949493422673,3,R32,2016-0506
-8272189949480422705,3,R32,2016-0506
-8272189949480422706,3,R32,2016-0506
-8272189949480422719,3,R32,2016-0506
-8272189949480422720,3,R32,2016-0506
-8272189949480422717,3,R32,2016-0506
-8272189949480422715,3,R32,2016-0506
-8272189949480422716,3,R32,2016-0506
-8272189949480422713,3,R32,2016-0506
-278593782146274699,3,F,2016-0402
-278594782143274706,3,SF,2016-0402
-278594782143274705,3,SF,2016-0402
-278594782143274720,3,QF,2016-0402
-278594782143274719,3,QF,2016-0402
-278594782143274718,3,QF,2016-0402
-278594782143274717,3,QF,2016-0402
-278594782143274716,3,R16,2016-0402
-278594782143274715,3,R16,2016-0402
-278594782143274714,3,R16,2016-0402
-278594782143274713,3,R16,2016-0402
-278594782144274707,3,R16,2016-0402
-278594782144274708,3,R16,2016-0402
-278594782144274717,3,R16,2016-0402
-278594782144274718,3,R16,2016-0402
-278594782144274720,3,R32,2016-0402
-278594782144274713,3,R32,2016-0402
-278594782144274714,3,R32,2016-0402
-278594782144274716,3,R32,2016-0402
-278594782145274720,3,R32,2016-0402
-278594782145274719,3,R32,2016-0402
-278594782145274706,3,R32,2016-0402
-278594782145274705,3,R32,2016-0402
-278594782145274708,3,R32,2016-0402
-278594782145274710,3,R32,2016-0402
-278594782145274709,3,R32,2016-0402
-278594782145274712,3,R32,2016-0402
-3278586782023274538,3,F,2016-0407
-3278585781914274211,3,SF,2016-0407
-3278585781914274212,3,SF,2016-0407
-3278585781914274221,3,QF,2016-0407
-3278585781914274222,3,QF,2016-0407
-3278585781914274223,3,QF,2016-0407
-3278585781914274224,3,QF,2016-0407
-3278585781914274217,3,R16,2016-0407
-3278585781914274218,3,R16,2016-0407
-3278585781914274219,3,R16,2016-0407
-3278585781914274220,3,R16,2016-0407
-3278585781913274210,3,R16,2016-0407
-3278585781913274209,3,R16,2016-0407
-3278585781913274224,3,R16,2016-0407
-3278585781913274223,3,R16,2016-0407
-3278585781913274222,3,R32,2016-0407
-3278585781913274221,3,R32,2016-0407
-3278585781913274220,3,R32,2016-0407
-3278585781913274219,3,R32,2016-0407
-3278585781913274218,3,R32,2016-0407
-3278585781913274217,3,R32,2016-0407
-3278585781916274217,3,R32,2016-0407
-3278585781916274218,3,R32,2016-0407
-3278585781916274215,3,R32,2016-0407
-3278585781916274216,3,R32,2016-0407
-3278585781916274213,3,R32,2016-0407
-3278585781916274214,3,R32,2016-0407
-3278585781916274211,3,R32,2016-0407
-3278585781916274212,3,R32,2016-0407
-3278585781916274209,3,R32,2016-0407
-3278585781916274210,3,R32,2016-0407
-7285235557541588523,3,F,2016-0499
-7285236557538588530,3,SF,2016-0499
-7285236557538588529,3,SF,2016-0499
-7285236557538588544,3,QF,2016-0499
-7285236557538588543,3,QF,2016-0499
-7285236557538588542,3,QF,2016-0499
-7285236557538588541,3,QF,2016-0499
-7285236557538588540,3,R16,2016-0499
-7285236557538588539,3,R16,2016-0499
-7285236557538588538,3,R16,2016-0499
-7285236557538588537,3,R16,2016-0499
-7285236557539588531,3,R16,2016-0499
-7285236557539588532,3,R16,2016-0499
-7285236557539588541,3,R16,2016-0499
-7285236557539588542,3,R16,2016-0499
-7285236557539588543,3,R32,2016-0499
-7285236557539588544,3,R32,2016-0499
-7285236557539588537,3,R32,2016-0499
-7285236557539588538,3,R32,2016-0499
-7285236557539588539,3,R32,2016-0499
-7285236557539588540,3,R32,2016-0499
-7285236557540588544,3,R32,2016-0499
-7285236557540588543,3,R32,2016-0499
-7285236557540588530,3,R32,2016-0499
-7285236557540588529,3,R32,2016-0499
-7285236557540588532,3,R32,2016-0499
-7285236557540588531,3,R32,2016-0499
-7285236557540588534,3,R32,2016-0499
-7285236557540588533,3,R32,2016-0499
-7285236557540588536,3,R32,2016-0499
-7285236557540588535,3,R32,2016-0499
-4285210557504588492,3,F,2016-0496
-4285209557507588605,3,SF,2016-0496
-4285209557507588606,3,SF,2016-0496
-4285209557507588595,3,QF,2016-0496
-4285209557507588596,3,QF,2016-0496
-4285209557507588593,3,QF,2016-0496
-4285209557507588594,3,QF,2016-0496
-4285209557507588599,3,R16,2016-0496
-4285209557507588600,3,R16,2016-0496
-4285209557507588597,3,R16,2016-0496
-4285209557507588598,3,R16,2016-0496
-4285209557506588596,3,R16,2016-0496
-4285209557506588595,3,R16,2016-0496
-4285209557506588606,3,R16,2016-0496
-4285209557506588605,3,R16,2016-0496
-4285209557506588607,3,R32,2016-0496
-4285209557506588602,3,R32,2016-0496
-4285209557506588601,3,R32,2016-0496
-4285209557506588603,3,R32,2016-0496
-4285209557497588511,3,R32,2016-0496
-4285209557497588512,3,R32,2016-0496
-4285209557497588497,3,R32,2016-0496
-4285209557497588498,3,R32,2016-0496
-4285209557497588499,3,R32,2016-0496
-4285209557497588501,3,R32,2016-0496
-4285209557497588502,3,R32,2016-0496
-4285209557497588503,3,R32,2016-0496
-7523393469133513535,3,F,2016-M052
-7523394469146513494,3,SF,2016-M052
-7523394469146513493,3,SF,2016-M052
-7523394469146513500,3,QF,2016-M052
-7523394469146513499,3,QF,2016-M052
-7523394469146513498,3,QF,2016-M052
-7523394469146513497,3,QF,2016-M052
-7523394469146513504,3,R16,2016-M052
-7523394469146513503,3,R16,2016-M052
-7523394469146513502,3,R16,2016-M052
-7523394469146513501,3,R16,2016-M052
-7523394469147513495,3,R16,2016-M052
-7523394469147513496,3,R16,2016-M052
-7523394469147513497,3,R16,2016-M052
-7523394469147513498,3,R16,2016-M052
-7523394469147513499,3,R32,2016-M052
-7523394469147513500,3,R32,2016-M052
-7523394469147513501,3,R32,2016-M052
-7523394469147513502,3,R32,2016-M052
-7523394469147513503,3,R32,2016-M052
-7523394469147513504,3,R32,2016-M052
-7523394469140513532,3,R32,2016-M052
-7523394469140513531,3,R32,2016-M052
-7523394469140513526,3,R32,2016-M052
-7523394469140513525,3,R32,2016-M052
-7523394469140513528,3,R32,2016-M052
-7523394469140513527,3,R32,2016-M052
-7523394469140513522,3,R32,2016-M052
-7523394469140513521,3,R32,2016-M052
-7523394469140513524,3,R32,2016-M052
-7523394469140513523,3,R32,2016-M052
1155477336482315582,3,F,2016-M004
1155478336479315461,3,SF,2016-M004
1155478336479315460,3,SF,2016-M004
1155478336479315467,3,QF,2016-M004
1155478336479315466,3,QF,2016-M004
1155478336479315465,3,QF,2016-M004
1155478336479315464,3,QF,2016-M004
1155478336479315471,3,R16,2016-M004
1155478336479315470,3,R16,2016-M004
1155478336479315469,3,R16,2016-M004
1155478336479315468,3,R16,2016-M004
1155478336480315462,3,R16,2016-M004
1155478336480315463,3,R16,2016-M004
1155478336480315464,3,R16,2016-M004
1155478336480315465,3,R16,2016-M004
1155478336480315466,3,R32,2016-M004
1155478336480315467,3,R32,2016-M004
1155478336480315468,3,R32,2016-M004
1155478336480315469,3,R32,2016-M004
1155478336480315470,3,R32,2016-M004
1155478336480315471,3,R32,2016-M004
1155478336493315567,3,R32,2016-M004
1155478336493315566,3,R32,2016-M004
1155478336493315553,3,R32,2016-M004
1155478336493315552,3,R32,2016-M004
1155478336493315555,3,R32,2016-M004
1155478336493315554,3,R32,2016-M004
1155478336493315557,3,R32,2016-M004
1155478336493315556,3,R32,2016-M004
1155478336493315559,3,R32,2016-M004
1155478336493315558,3,R32,2016-M004
-3285199557497588567,3,F,2016-0495
-3285200557494588590,3,SF,2016-0495
-3285200557494588589,3,SF,2016-0495
-3285200557494588580,3,QF,2016-0495
-3285200557494588579,3,QF,2016-0495
-3285200557494588578,3,QF,2016-0495
-3285200557494588577,3,QF,2016-0495
-3285200557494588584,3,R16,2016-0495
-3285200557494588583,3,R16,2016-0495
-3285200557494588582,3,R16,2016-0495
-3285200557494588581,3,R16,2016-0495
-3285200557495588591,3,R16,2016-0495
-3285200557495588592,3,R16,2016-0495
-3285200557495588577,3,R16,2016-0495
-3285200557495588578,3,R16,2016-0495
-3285200557495588579,3,R32,2016-0495
-3285200557495588580,3,R32,2016-0495
-3285200557495588581,3,R32,2016-0495
-3285200557495588582,3,R32,2016-0495
-3285200557495588583,3,R32,2016-0495
-3285200557495588584,3,R32,2016-0495
-3285200557504588548,3,R32,2016-0495
-3285200557504588547,3,R32,2016-0495
-3285200557504588558,3,R32,2016-0495
-3285200557504588557,3,R32,2016-0495
-3285200557504588560,3,R32,2016-0495
-3285200557504588559,3,R32,2016-0495
-3285200557504588554,3,R32,2016-0495
-3285200557504588553,3,R32,2016-0495
-3285200557504588556,3,R32,2016-0495
-3285200557504588555,3,R32,2016-0495
-8390080417690009174,3,F,2016-0533
-8390079417677009215,3,SF,2016-0533
-8390079417677009216,3,SF,2016-0533
-8390079417677009201,3,QF,2016-0533
-8390079417677009202,3,QF,2016-0533
-8390079417677009203,3,QF,2016-0533
-8390079417677009204,3,QF,2016-0533
-8390079417677009205,3,R16,2016-0533
-8390079417677009206,3,R16,2016-0533
-8390079417677009207,3,R16,2016-0533
-8390079417677009208,3,R16,2016-0533
-8390079417676009214,3,R16,2016-0533
-8390079417676009213,3,R16,2016-0533
-8390079417676009204,3,R16,2016-0533
-8390079417676009203,3,R16,2016-0533
-8390079417676009201,3,R32,2016-0533
-8390079417676009208,3,R32,2016-0533
-8390079417676009207,3,R32,2016-0533
-8390079417676009205,3,R32,2016-0533
-8390079417687009181,3,R32,2016-0533
-8390079417687009182,3,R32,2016-0533
-8390079417687009171,3,R32,2016-0533
-8390079417687009172,3,R32,2016-0533
-8390079417687009169,3,R32,2016-0533
-8390079417687009175,3,R32,2016-0533
-8390079417687009176,3,R32,2016-0533
-8390079417687009173,3,R32,2016-0533
-844512663402684226,3,F,2016-M006
-844512663402684225,3,SF,2016-M006
-844512663402684240,3,SF,2016-M006
-844512663402684239,3,QF,2016-M006
-844512663402684238,3,QF,2016-M006
-844512663402684237,3,QF,2016-M006
-844512663402684236,3,QF,2016-M006
-844512663402684235,3,R16,2016-M006
-844512663402684234,3,R16,2016-M006
-844512663402684233,3,R16,2016-M006
-844512663403684227,3,R16,2016-M006
-844512663403684228,3,R16,2016-M006
-844512663403684237,3,R16,2016-M006
-844512663403684238,3,R16,2016-M006
-844512663403684239,3,R16,2016-M006
-844512663403684240,3,R32,2016-M006
-844512663403684233,3,R32,2016-M006
-844512663403684234,3,R32,2016-M006
-844512663403684235,3,R32,2016-M006
-844512663403684236,3,R32,2016-M006
-844511663406684349,3,R32,2016-M006
-844511663406684350,3,R32,2016-M006
-844511663406684339,3,R32,2016-M006
-844511663406684340,3,R32,2016-M006
-844511663406684337,3,R32,2016-M006
-844511663406684338,3,R32,2016-M006
-844511663406684343,3,R32,2016-M006
-844511663406684344,3,R32,2016-M006
-844511663406684341,3,R32,2016-M006
-844511663406684342,3,R32,2016-M006
-844511663405684340,3,R32,2016-M006
-844511663405684339,3,R64,2016-M006
-844511663405684350,3,R64,2016-M006
-844511663405684349,3,R64,2016-M006
-844511663405684352,3,R64,2016-M006
-844511663405684351,3,R64,2016-M006
-844511663405684346,3,R64,2016-M006
-844511663405684345,3,R64,2016-M006
-844511663405684348,3,R64,2016-M006
-844511663405684347,3,R64,2016-M006
-844511663396684255,3,R64,2016-M006
-844511663396684256,3,R64,2016-M006
-844511663396684241,3,R64,2016-M006
-844511663396684242,3,R64,2016-M006
-844511663396684243,3,R64,2016-M006
-844511663396684244,3,R64,2016-M006
-844511663396684245,3,R64,2016-M006
-844511663396684246,3,R64,2016-M006
-844511663396684247,3,R64,2016-M006
-844511663396684248,3,R64,2016-M006
-844511663395684254,3,R64,2016-M006
-844511663395684253,3,R64,2016-M006
-844511663395684244,3,R64,2016-M006
-844511663395684243,3,R64,2016-M006
-844511663395684242,3,R64,2016-M006
-844511663395684241,3,R64,2016-M006
-844511663395684248,3,R64,2016-M006
-844511663395684247,3,R64,2016-M006
-844511663395684246,3,R64,2016-M006
-844511663395684245,3,R64,2016-M006
-844511663394684241,3,R64,2016-M006
-844511663394684242,3,R64,2016-M006
-844511663394684255,3,R64,2016-M006
-844511663394684253,3,R128,2016-M006
-844511663394684254,3,R128,2016-M006
-844511663394684249,3,R128,2016-M006
-844511663394684250,3,R128,2016-M006
-844511663393684250,3,R128,2016-M006
-844511663393684249,3,R128,2016-M006
-844511663393684254,3,R128,2016-M006
-844511663393684253,3,R128,2016-M006
-844511663400684227,3,R128,2016-M006
-844511663400684228,3,R128,2016-M006
-844511663400684239,3,R128,2016-M006
-844511663400684240,3,R128,2016-M006
-844511663400684235,3,R128,2016-M006
-844511663400684236,3,R128,2016-M006
-844511663399684240,3,R128,2016-M006
-844511663399684239,3,R128,2016-M006
-844511663399684236,3,R128,2016-M006
-844511663399684235,3,R128,2016-M006
-844511663398684229,3,R128,2016-M006
-844511663398684230,3,R128,2016-M006
-844511663398684233,3,R128,2016-M006
-844511663398684234,3,R128,2016-M006
-844511663398684237,3,R128,2016-M006
-844511663398684238,3,R128,2016-M006
-844511663397684246,3,R128,2016-M006
-844511663397684245,3,R128,2016-M006
-844511663397684242,3,R128,2016-M006
-844511663397684241,3,R128,2016-M006
-844510663398684240,3,R128,2016-M006
-844510663398684239,3,R128,2016-M006
-844510663398684228,3,R128,2016-M006
-844510663398684227,3,R128,2016-M006
-1844515663426684289,3,F,2016-M007
-1844516663407684240,3,SF,2016-M007
-1844516663407684239,3,SF,2016-M007
-1844516663407684226,3,QF,2016-M007
-1844516663407684225,3,QF,2016-M007
-1844516663407684228,3,QF,2016-M007
-1844516663407684227,3,QF,2016-M007
-1844516663407684230,3,R16,2016-M007
-1844516663407684229,3,R16,2016-M007
-1844516663407684232,3,R16,2016-M007
-1844516663407684231,3,R16,2016-M007
-1844516663408684233,3,R16,2016-M007
-1844516663408684234,3,R16,2016-M007
-1844516663408684231,3,R16,2016-M007
-1844516663408684232,3,R16,2016-M007
-1844516663408684229,3,R32,2016-M007
-1844516663408684230,3,R32,2016-M007
